MICHAEL G. RIDGEWAY,SANTA ROSA,31,157,,2,2,ridgeway
RAQUELLE MARTINS,CASTRO VALLEY,6,122,,4,4,martins
NANCY S. HIROSE,SAN JOSE,27,139,,5,8,hirose
BRUCE PRESNICK,PLEASANT HILL,36,169,,17,61,presnick
VALERIE J. MORRISON,WALNUT CREEK,18,148,,15,47,morrison
RICKY E. FISHMAN,SAN FRANCISCO,28,129,,4,4,fishman
KELLY M. HALL,DANVILLE,,224,,5,8,hall
STEPHEN V. SUM,CASTRO VALLEY,27,305,,16,53,sum
JULIE L. RESTAD,PETALUMA,9,205,,18,73,restad
ALAN GOLDHAMER,SANTA ROSA,31,67,,16,53,goldhamer
PAULETTE J. COOPER,CORTE MADERA,23,174,,18,73,cooper
ROBERT N. PRIVRATSKY,SAN FRANCISCO,9,514,,9,35,privratsky
RICHARD S. HARVEY,SAN RAMON,38,551,,20,95,harvey
JASON T. WONG,ORINDA,15,87,,14,43,wong
CHAPPY J. WOOD,CORTE MADERA,12,44,,15,47,wood
DENNIS C. CASAD,PETALUMA,38,214,,6,14,casad
MEGAN S. MORDECAI,SANTA ROSA,6,130,,16,53,mordecai
DAVID B. JONES,HEALDSBURG,28,719,,18,73,jones
JOHN H. QUITORIANO,MOUNTAIN VIEW,31,681,,9,35,quitoriano
NEGAR NAVID,ALAMEDA,6,196,,4,4,navid
ANDREA M. SULLIVAN,OAKLAND,25,132,,6,14,sullivan
CHRISTOPHER D. MACCHESNEY,SAN LEANDRO,19,397,,9,35,macchesney
JAMES H. ADAMS,SONOMA,52,531,,19,85,adams
DANIEL AUER,CUPERTINO,6,45,,15,47,auer
B S. DEVOSS,SUNNYVALE,33,81,,17,61,devoss
VENUS A. MAHER,COTATI,28,69,,17,61,maher
SUSAN WIGLEY,SAN JOSE,31,279,,18,73,wigley
NANCY S. BELLIVEAU,BRENTWOOD,25,237,,8,30,belliveau
KENT HAGAN,HAYWARD,26,198,,18,73,hagan
CARL F. DIETER,SAN JOSE,40,856,,7,23,dieter
ALWYN O. SYKES,PETALUMA,49,87,,16,53,sykes
GREGORY J. KAUFMAN,BENICIA,25,53,,4,4,kaufman
SUSAN S. AU-YANG,MILL VALLEY,30,40,,12,40,au-yang
MARK S. SCHILLINGER,SAN RAFAEL,30,305,,8,30,schillinger
MARIANN REIMER,LOS ALTOS,30,298,,19,85,reimer
JEFFREY L. TORCHIA,REDWOOD CITY,30,470,,20,95,torchia
ROBERT HAMILTON,CONCORD,15,194,,7,23,hamilton
DENNIS BUTCHART,UNION CITY,15,413,,16,53,butchart
DOUGLAS A. DESALVO,NOVATO,27,173,,16,53,desalvo
GREGORY S. CASTILLO,PITTSBURG,34,86,,16,53,castillo
HANS FREERICKS,FREMONT,19,158,,16,53,freericks
CALVIN J. GONG,SAN FRANCISCO,23,89,,15,47,gong
DANIEL J. WILLIAMS,LIVERMORE,16,325,,17,61,williams
TARA E. DONOHUE,ALAMEDA,,5191,,17,61,donohue
OSAMA E. NIJMEH,GILROY,24,258,,18,73,nijmeh
DAVID M. LATCH,SAN FRANCISCO,16,263,,19,85,latch
SHERRY L. CHOCHOLATY,SAN JOSE,15,187,,18,73,chocholaty
WALLACE T. STEVENS,DIXON,23,135,,15,47,stevens
DENISE E. MAGEE,REDWOOD CITY,28,150,,18,73,magee
WILLIAM BUZBUZIAN,NOVATO,28,74,,14,43,buzbuzian
JENNIFER GONG,HAYWARD,13,25,,13,41,gong
HARRIETT A. KAPLAN,SANTA ROSA,27,144,,15,47,kaplan
GEORGE O. KIRK,PLEASANTON,16,197,,17,61,kirk
JAMES S. WILLIAMS,CASTRO VALLEY,,68,,17,61,williams
MICHAEL L. WONG,OAKLAND,32,109,,17,61,wong
HARRY K. WONG,REDWOOD CITY,33,126,,17,61,wong
STEVEN K. SHERRY,CAMPBELL,19,294,,18,73,sherry
THOMAS S. MCDONALD,VACAVILLE,35,226,,8,30,mcdonald
LANCE LESNESKI,SAUSALITO,40,111,,18,73,lesneski
RIKKE JOHANSEN,MENLO PARK,22,94,,16,53,johansen
SUSAN FREEBURG,SAN MATEO,19,371,,19,85,freeburg
ALAN DAVIS,OAKLAND,36,448,,7,23,davis
ELIOT A. CARTER,SAN FRANCISCO,17,1091,,18,73,carter
WARREN R. ANDERSON,CONCORD,23,254,,19,85,anderson
DAVID DESALVO,SAN JOSE,28,254,,9,35,desalvo
RONALD D. HARMAN,SAN MATEO,,223,,17,61,harman
KATHRYN C. RILEY,SUNNYVALE,33,165,,5,8,riley
KENNETH L. ECKHARDT,NOVATO,26,157,,5,8,eckhardt
JESS M. PONTIOUS,DANVILLE,27,448,,9,35,pontious
JOSE A. HERNANDEZ,HAYWARD,22,620,,9,35,hernandez
BRIAN A. BARTLETT,SANTA ROSA,21,1417,,8,30,bartlett
CHRISTINE C. GUARDINO,SAN JOSE,29,300,,6,14,guardino
SCOTT R. SWANSON,SAN FRANCISCO,12,71,,6,14,swanson
DALE HEER,FOSTER CITY,21,343,,18,73,heer
CECELIA RADESKI,SANTA ROSA,27,214,,16,53,radeski
TIMOTHY J. KELLY,FAIRFIELD,26,84,,16,53,kelly
KENT G. CARLOMAGNO,SAN RAFAEL,31,440,,19,85,carlomagno
JOSEPH S. CADY,SUNNYVALE,24,128,,5,8,cady
JOSEPH R. BALL,EL CERRITO,33,498,,20,95,ball
ANNIE TRAN,SAN FRANCISCO,11,2851,,9,35,tran
VUONG D. PHAM,SAN JOSE,15,677,,10,38,pham
DANG KHOA TRAN,SAN JOSE,15,58,,3,3,tran
RICHARD G. WONG,SANTA ROSA,33,39,,12,40,wong
FARIMA N. YEGANEGI,SAN JOSE,27,245,,5,8,yeganegi
ROBERT W. EHLERS,VACAVILLE,13,859,,20,95,ehlers
RICHARD A. SILVER,SAN JOSE,31,119,,8,30,silver
DON G. DAVIS,WALNUT CREEK,36,243,,17,61,davis
ROD S. VANBUSKIRK,PLEASANT HILL,27,250,,19,85,vanbuskirk
KYLE J. YODER,REDWOOD CITY,26,290,,19,85,yoder
NEIL KRAUS,SAN ANSELMO,29,253,,18,73,kraus
MICHAEL S. WILSON,FAIRFIELD,19,184,,6,14,wilson
JEFFREY K. FILIPPI,REDWOOD CITY,32,36,,15,47,filippi
DOUGLAS A. GEORGE,SAN JOSE,21,47,,3,3,george
LAWRENCE D. CHAMBERS,SAN JOSE,27,494,,17,61,chambers
CHRISTOPHER W. PEDRETTI,CONCORD,25,252,,16,53,pedretti
KAREN A. MONTALBANO,SAN FRANCISCO,27,186,,18,73,montalbano
MATTHEW T. PIAZZA,REDWOOD CITY,8,514,,8,30,piazza
DANIEL V. KITAMURA-TINTOR,REDWOOD CITY,30,138,,16,53,kitamura-tintor
TIMOTHY J. JENNINGS,SAN JOSE,,117,,5,8,jennings
WARREN M. SLOAN,CAMPBELL,,97,,14,43,sloan
JOSEPH E. AWENDER,RIO VISTA,54,737,,20,95,awender
SCOTT J. HEUN,NAPA,31,250,,18,73,heun
GREGORY E. CALL,DANVILLE,30,565,,6,14,call
RICHARD G. MATERA,MENLO PARK,,56,,15,47,matera
WILLIAM J. RUCH,OAKLAND,28,323,,19,85,ruch
SUSAN R. MEAD,SAN FRANCISCO,31,118,,18,73,mead
APRIL J. MODESTI,LOS ALTOS,34,356,,20,95,modesti
KENNETH R. REISENAUER,SAN BRUNO,41,586,,19,85,reisenauer
ROBERT C. DEES,SAN RAMON,24,521,,8,30,dees
DOUGLASS S. TOTH,SANTA ROSA,9,165,,6,14,toth
PATRICK A. TRIBBLE,BERKELEY,33,411,,17,61,tribble
VINITA B. AZAROW,MOUNTAIN VIEW,28,752,,18,73,azarow
SHANDA M. FULLER,DANVILLE,14,167,,5,8,fuller
JACALYN BUETTNER,SAN FRANCISCO,29,72,,17,61,buettner
BENSON TAM,SAN FRANCISCO,12,273,,15,47,tam
ROBIN ALEXANDER,LAFAYETTE,34,899,,19,85,alexander
SHIN AOKI,KENSINGTON,,233,,16,53,aoki
RONALD D. MITCHELL,PACIFICA,28,86,,14,43,mitchell
ROGER A. PETRIE,VALLEJO,25,212,,8,30,petrie
SCOTT CALZARETTA,SAN FRANCISCO,29,168,,8,30,calzaretta
KENNETH J. ZYLKER,PLEASANT HILL,27,116,,17,61,zylker
GRANT M. DOBSON,SONOMA,3,29,,13,41,dobson
JAMES C. GOOD,PLEASANTON,17,97,,16,53,good
DAVID G. NOEL,CAMPBELL,17,239,,19,85,noel
KENNETH C. SO,SAN FRANCISCO,38,3028,,20,95,so
EVA DAHL,SAUSALITO,24,144,,17,61,dahl
JOHN W. DE ROY,SAN FRANCISCO,31,212,,14,43,de roy
DOMINIC A. CRESCI,SAN MATEO,39,169,,19,85,cresci
ROBERT A. DAVISON,BERKELEY,27,39,,12,40,davison
KEVIN WONG,ORINDA,18,39,377,10,38,wong
KATHERINE M. FEDERLE,MENLO PARK,32,461,,20,95,federle
DAVID J. LAMB,VACAVILLE,26,568,,6,14,lamb
DIANA J. MARTIN,SAN JOSE,28,109,,18,73,martin
ROSA E. VINCE,SAN RAFAEL,27,728,,19,85,vince
MELISSA JASON,SANTA ROSA,21,241,,8,30,jason
THOMAS SANTUCCI,SAN JOSE,18,385,,19,85,santucci
ROBERT E. MATT,SAN FRANCISCO,18,184,,20,95,matt
CHARLES H. DECKER,SAN JOSE,28,234,,6,14,decker
JAMES M. PEDREIRO,CAMPBELL,17,76,,4,4,pedreiro
DANIEL R. SITZMANN,CONCORD,34,95,,16,53,sitzmann
THOMAS M. MOSCA,LOS GATOS,26,491,,18,73,mosca
RONALD D. FRY,CAMPBELL,38,75,,17,61,fry
BRIAN C. LANGERMANN,SEBASTOPOL,31,58,,14,43,langermann
GERALD ORANJE,PITTSBURG,28,103,,15,47,oranje
JONATHAN SMITH,SAN RAFAEL,15,52,,1,1,smith
FRANK R. WILBUR,SANTA ROSA,34,459,,17,61,wilbur
MARK B. KINGSBURY,LOS GATOS,13,133,,7,23,kingsbury
THOMAS R. DONOVAN,LAFAYETTE,37,365,,17,61,donovan
KENNETH J. SAVAGE,CAMPBELL,28,597,,20,95,savage
LARRY C. PAYNE,SAN JOSE,25,129,,6,14,payne
RONALD AJLUNI,SAN JOSE,28,1119,,7,23,ajluni
IDA M. HALLGREN-LUKE,COTATI,42,404,,16,53,hallgren-luke
LAURA A. SHEEHAN,SAN FRANCISCO,12,108,,12,40,sheehan
EVA CHIU,SAN CARLOS,11,287,,19,85,chiu
JANET L. LANEY,FREMONT,21,289,,19,85,laney
SCOTT W. DOWER,SAN JOSE,38,157,,7,23,dower
JIM A. LARSEN,PETALUMA,,688,,19,85,larsen
GREGORY J. SABOL,MORGAN HILL,22,319,,7,23,sabol
TIMOTHY J. YATES,NAPA,30,85,,14,43,yates
JOHN A. QUESADA,ANTIOCH,31,501,,20,95,quesada
RONALD D. SCHUSTER,CLOVERDALE,,445,,19,85,schuster
JENNIFER S. LANETT,SAN FRANCISCO,13,83,,17,61,lanett
WILLIAM H. HOFFMAN,CAMPBELL,33,853,,7,23,hoffman
LINDA M. BERRY,SAN RAFAEL,33,171,,7,23,berry
JORDAN J. SAVARA,MENLO PARK,7,69,,4,4,savara
NANCY S. ROCKS,SANTA ROSA,24,16,,11,39,rocks
ROBERT J. AMMON,LIVERMORE,31,57,,5,8,ammon
BRIAN KALSBEEK,CASTRO VALLEY,,304,,19,85,kalsbeek
BRENT J. WATERMAN,SAN RAMON,35,741,,17,61,waterman
PAMELA A. WOODWARD,LIVERMORE,20,244,,19,85,woodward
WILLIAM M. GAZDAR,WALNUT CREEK,25,178,,17,61,gazdar
GABRIEL LUJAN,PLEASANT HILL,22,137,,15,47,lujan
RONALD R. DESMARAIS,SOUTH SAN FRANCISCO,25,391,,20,95,desmarais
DAVID C. ATKINSON,PLEASANT HILL,35,255,,17,61,atkinson
BEJAN A. PAZDEL,SUISUN,24,81,,16,53,pazdel
JUDY L. MCGRAIN,LOS GATOS,30,140,,17,61,mcgrain
JAMES J. O'NEAL,SANTA ROSA,30,44,,14,43,o'neal
KEVIN W. CHEN,OAKLAND,12,91,,15,47,chen
DAVID G. RENBARGER,LOS GATOS,36,79,,4,4,renbarger
WILLIAM H. TOLHURST,LOS GATOS,32,391,,19,85,tolhurst
CYNTHIA M. GUILLETT,SAN JOSE,33,53,,3,3,guillett
JEFFERY E. AWENDER,PALO ALTO,9,137,,4,4,awender
BRIAN E. WIRICK,SONOMA,26,464,,17,61,wirick
GRETCHEN K. ANDREIS,TIBURON,23,55,,5,8,andreis
RUSSELL L. COPPING,CONCORD,38,641,,18,73,copping
LISA M. STEIN,CUPERTINO,26,97,,6,14,stein
SCOTT F. HAMLIN,PLEASANTON,22,53,,16,53,hamlin
LISA A. CAMERINO,HAYWARD,24,113,,6,14,camerino
JEFFREY J. COYLE,SAN JOSE,24,204,,18,73,coyle
PATRICK B. MCCAULEY,MOUNTAIN VIEW,11,538,,18,73,mccauley
JACOB B. QUIHUIS,SANTA ROSA,9,220,,17,61,quihuis
TAKESHI OKAI,SAN MATEO,23,128,,7,23,okai
NATHAN MORELLO,SOUTH SAN FRANCISCO,10,45,,15,47,morello
IL HWAN PARK,SAN JOSE,8,666,,7,23,park
PAUL J. QUARNERI,SAN MATEO,18,487,,9,35,quarneri
LORI S. RODGERS,SAUSALITO,33,238,,7,23,rodgers
ROSS A. ALI,SAN JOSE,25,163,,5,8,ali
DIANDRA WOOD,PALO ALTO,28,322,,19,85,wood
MARK R. SWANSON,PETALUMA,31,407,,19,85,swanson
WENDY R. LANSER,SUNNYVALE,16,1374,,19,85,lanser
TUAN A. DINH,SAN JOSE,14,450,,6,14,dinh
GUY M. BOSTOCK,GILROY,22,70,,14,43,bostock
JEFFREY LAYNE,EL CERRITO,35,290,,18,73,layne
TIFFANY T. HO,SAN JOSE,15,233,,19,85,ho
JAMIE V. SANTIAGO,GILROY,7,252,,7,23,santiago
STEVE B. CAMPBELL,ROHNERT PARK,34,342,,7,23,campbell
CURTIS J. HAAKE,PLEASANT HILL,15,134,,17,61,haake
STEVEN J. FOREST,ALAMEDA,35,448,,17,61,forest
CHARLES ZOLLNER,SAN RAFAEL,18,132,,6,14,zollner
PHYLLIS A. WILLIAMS,SUNNYVALE,37,871,,7,23,williams
DENNIS J. BARKER,WALNUT CREEK,24,493,,17,61,barker
THOMAS M. FERRIGNO,CAMPBELL,26,944,,19,85,ferrigno
GARY E. BOCCI,FAIRFIELD,32,687,,20,95,bocci
ROBERT F. BLISS,SAN RAFAEL,49,268,,6,14,bliss
SHARON M. DITTMER,MILL VALLEY,32,120,,3,3,dittmer
JON R. NICHOLS,MILPITAS,18,740,,9,35,nichols
CYNTHIA A. BOYD,ALAMEDA,9,270,,4,4,boyd
JULE WILFERD,CASTRO VALLEY,23,158,,7,23,wilferd
JESPER LUNDBAEK,MILL VALLEY,22,224,,7,23,lundbaek
CHARLES J. FULANOVICH,PALO ALTO,38,88,,6,14,fulanovich
ALEX TAM,VACAVILLE,7,1399,,19,85,tam
GREGORY J. CUSACK,WALNUT CREEK,,184,,19,85,cusack
GINA R. KEELEN,LARKSPUR,14,100,,7,23,keelen
STEVE MILLIGAN,LAFAYETTE,19,919,,19,85,milligan
DAVID A. BARTON,CONCORD,28,136,,16,53,barton
ERIC G. ISERO,MILLBRAE,18,144,,16,53,isero
THOMAS J. HENDRICKSON,KENSINGTON,28,198,,16,53,hendrickson
CHIEN-HEN H. LIN,CUPERTINO,12,484,,8,30,lin
TINA M. MCGINNIS,SAN JOSE,22,208,,10,38,mcginnis
JOHN E. ULRICH,SAN CARLOS,24,539,,9,35,ulrich
BRADLEY O. HUBBARD,WALNUT CREEK,8,370,,6,14,hubbard
DAVID H. HOEWISCH,SANTA CLARA,32,61,,15,47,hoewisch
JULIE ORMAN,OAKLAND,18,159,,17,61,orman
THOMAS A. AUSTIN,SAN JOSE,30,148,,25,100,austin
MARSHALL B. LEE,SAN RAMON,32,1353,,18,73,lee
ALAN K. IANNACCONE,BRENTWOOD,19,22,,13,41,iannaccone
VICTOR C. KERENYI,HERCULES,25,328,,6,14,kerenyi
LISA DE LA TORRE,LOS GATOS,17,470,,18,73,de la torre
ROBERT J. ROSTAU,PALO ALTO,,131,,15,47,rostau
RAYMOND T. LEW,SAN FRANCISCO,30,643,,20,95,lew
DHANISH A. PATEL,MILPITAS,9,214,,8,30,patel
SHERYL L. PLUSH,SONOMA,14,402,,18,73,plush
DELENE BIVOLCIC,OAKLAND,32,181,,17,61,bivolcic
BRAD J. PLUCKHAN,GILROY,18,168,,19,85,pluckhan
JULIA C. LEWIS,SAN JOSE,22,110,,17,61,lewis
DANIEL J. LATCH,SAN FRANCISCO,17,1423,,30,100,latch
GARY M. BEYTIN,SAN JOSE,33,410,,6,14,beytin
ERICK RAZZ,CAMPBELL,31,179,,7,23,razz
DANIEL W. HAMLIN,ST HELENA,17,39,,15,47,hamlin
JEFFREY B. KAPLAN,CAMPBELL,32,141,,7,23,kaplan
SIMON G. YU,SAN BRUNO,18,426,,6,14,yu
SCOTT P. TAYLOR,VACAVILLE,,207,,8,30,taylor
BOSHIDAR STOJANOVICH,WALNUT CREEK,31,455,,18,73,stojanovich
SIMON K. LEE,SUNNYVALE,13,392,,7,23,lee
GARY T. LAU,SAN FRANCISCO,31,50,,14,43,lau
DEBORAH E. MOSCA,LOS ALTOS,26,484,,18,73,mosca
JON M. KAKLEAS,SAN RAFAEL,33,185,,6,14,kakleas
STEPHEN T. SKARDA,WALNUT CREEK,45,260,,7,23,skarda
STACY J. UYBICO,SAN FRANCISCO,8,27,,6,69,uybico
JAMES M. O'DONOHUE,SAN JOSE,35,19,,5,60,o'donohue
EDWARD L. BAKER,SAN FRANCISCO,39,72,,9,76,baker
RICHARD J. SILBERSTEIN,SAN JOSE,36,17,,-4,10,silberstein
ALEXANDER HABIBIAN,PALO ALTO,26,11,,-9,1,habibian
CHRISTINE H. OH,WALNUT CREEK,17,12,,3,16,oh
KATHERINE F. JUE,WALNUT CREEK,15,15,,4,44,jue
BO YOON HA,SAN JOSE,17,14,,9,76,ha
SHILPA KUMBHANI,OAKLAND,9,17,,4,44,kumbhani
MARK K. SARKISIAN,SAN JOSE,28,23,,-7,4,sarkisian
RICHARD C. PLACONE,VALLEJO,28,18,,4,44,placone
ELISABETH C. SPECHT,WALNUT CREEK,35,36,,7,72,specht
ANDREW J. NICKS,NAPA,45,175,,12,85,nicks
PREMIERE SCAN PC,SAN JOSE,,13,,2,13,premiere scan pc
VYTHAO T. TRAN,SAN JOSE,7,11,,3,16,tran
ROBERT L. WIRTH,GREENBRAE,30,430,,12,85,wirth
ELAINE CHU,OAKLAND,17,12,,3,16,chu
STEPHEN C. WEI,SAN FRANCISCO,11,426,,12,85,wei
BENJAMIN H. BAK,SUNNYVALE,19,142,,10,82,bak
CHRISTOPHER D. TRAN,LIVERMORE,23,384,,14,94,tran
CAROLINE D. SHERBOURNE,WALNUT CREEK,22,13,,3,16,sherbourne
AARON R. HOCHBERG,WALNUT CREEK,9,11,,3,16,hochberg
RIAZ S. DHANANI,WALNUT CREEK,9,111,,15,97,dhanani
KRAMMIE CHAN,OAKLAND,24,19,,-5,7,chan
BRITTA M. GOODING,STINSON BEACH,19,18,,4,44,gooding
EUGENE ONG,VALLEJO,33,18,,4,44,ong
JOSEPH D. MARKO,VALLEJO,13,22,,5,60,marko
HAN YUAN ALICE CHONG,SAN FRANCISCO,13,14,,3,16,chong
BARBARA L. SCHMITZ,HAYWARD,41,11,,3,16,schmitz
MELISSA E. SIMS,SAN FRANCISCO,,14,,3,16,sims
GLENN NAKAZAWA,SANTA CLARA,,12,,3,16,nakazawa
LINDA IZQUIERDO,SAN JOSE,45,19,,5,60,izquierdo
AMY S. THOMSEN,ANTIOCH,,24,,-4,1,thomsen
SADHANA N. SONTI,SOUTH SAN FRANCISCO,21,46,,13,58,sonti
RONALD G. KITE,LOS GATOS,55,63,,3,15,kite
ERIK C. DAVENPORT,MOUNTAIN VIEW,19,69,,14,64,davenport
ETHAN H. DANIELS,SANTA CLARA,33,18,,9,34,daniels
MICHAEL B. STONE,OAKLAND,,32,,-1,5,stone
MIRIAM K. BULLARD,OAKLAND,19,28,,3,15,bullard
ELLIS WEEKER,SAN JOSE,44,46,,14,64,weeker
IAN G. FERGUSON,SAN JOSE,19,65,,3,15,ferguson
KENNETH A. KELSEN,FREMONT,44,670,,6,23,kelsen
THEODORE CHOW,MOUNTAIN VIEW,21,39,,12,49,chow
BARBARA A. BOYLAN,SAN RAFAEL,28,52,,13,58,boylan
GERRY V. LAZZARESCHI,SANTA ROSA,,42,,2,13,lazzareschi
SCOTT H. ADELMAN,SAN RAFAEL,30,19,,10,38,adelman
WALTER STULLMAN,OAKLAND,50,48,,0,8,stullman
ROBERT S. BLUMBERG,REDWOOD CITY,,39,,12,49,blumberg
ALPANA SHEKHAR,SANTA CLARA,24,23,,10,38,shekhar
MARK S. BERENSON,OAKLAND,,72,,4,17,berenson
AJIT P. SANDHU,FREMONT,40,318,,-4,1,sandhu
STEVE M. SUN,SAN JOSE,9,309,,17,82,sun
COLIN FEENEY,OAKLAND,35,35,,-1,5,feeney
WILSON W. LEM,SAN JOSE,,340,,18,91,lem
ROY D. MEYER,SANTA ROSA,,25,,11,43,meyer
SVETLANA TOUNKEL,SANTA CLARA,25,13,,8,30,tounkel
PAUL J. FISCH,HAYWARD,28,11,,8,30,fisch
LLOYD E. STOCKEY,OAKLAND,16,105,,15,70,stockey
L. B. LIEM,MOUNTAIN VIEW,34,17,,-1,5,liem
GARY A. LI,SAN JOSE,,118,,16,79,li
HELEN M. JACKSON,ALAMEDA,21,190,,17,82,jackson
JOSEPH S. GOLDBERG,SAN FRANCISCO,,362,,5,20,goldberg
GEORGE E. ISENHART,OAKLAND,,265,,7,28,isenhart
ROBERT J. LUNDSTROM,SAN FRANCISCO,42,21,,10,38,lundstrom
EVAN D. BLOOM,SAN FRANCISCO,9,304,,8,30,bloom
STEPHAN I. LEE,OAKLAND,16,80,,14,64,lee
UMA VADLAKONDA,SANTA CLARA,23,59,,13,58,vadlakonda
JASON A. MITCHELL,VALLEJO,15,32,,11,43,mitchell
THOMAS ALLOGGIAMENTO,SAN JOSE,20,93,,14,64,alloggiamento
CHRISTINE R. ALLISON,OAKLAND,,117,,6,23,allison
JOHN J. ZECHERLE,GREENBRAE,,307,,17,82,zecherle
JOHN K. RUPNIK,NAPA,41,133,,16,79,rupnik
KENNETH S. BATTAGLIA,SAN JOSE,37,99,,15,70,battaglia
ANLY SONG,WALNUT CREEK,37,40,,12,49,song
DAVID S. GEE,WALNUT CREEK,34,42,,12,49,gee
PRACHI C. JOG,SAN JOSE,12,31,,-2,3,jog
LAMBERT H. CHEE,WALNUT CREEK,,516,,4,17,chee
ISAAC A. IBRAHIMI,CASTRO VALLEY,,11,,-1,5,ibrahimi
RITA K. NG,SAN FRANCISCO,9,136,,15,70,ng
CHRISTOPHER BURKE,GILROY,,383,,18,91,burke
GERALD W. BOURNE,VALLEJO,28,65,,13,58,bourne
JANE E. MALLET,RICHMOND,27,146,,15,70,mallet
STEVEN HASSID,SAN MATEO,29,616,,5,20,hassid
JERROLD M. KAPLAN,HILLSBOROUGH,51,197,,7,28,kaplan
WILLIAM J. RASKOFF,SAN FRANCISCO,44,89,,14,64,raskoff
CONNIE L. AMORDE,SAN FRANCISCO,,171,,16,79,amorde
WILLIAM D. MELTON,SONOMA,19,153,,6,23,melton
JAMES S. KASTELMAN,CAMPBELL,31,31,,11,43,kastelman
RUPINDER S. MATHARU,SANTA CLARA,18,18,,9,34,matharu
PATRICK B. NOONE,SAN FRANCISCO,,406,,18,91,noone
HENRY L. FONG,PETALUMA,25,58,,15,70,fong
ALEXIS M. MANNEH,EMERYVILLE,,22,,11,43,manneh
R. R. PLATT,WALNUT CREEK,,17,,-4,1,platt
VALERIE C. KWAI BEN,SAN JOSE,24,110,,15,70,kwai ben
SANFORD E. WARREN,SANTA ROSA,41,48,,13,58,warren
ANAMIKA K. DOMA,EMERYVILLE,13,176,,17,82,doma
PATRICIA J. SIMPSON,SAN FRANCISCO,,316,,18,91,simpson
JARON D. ROSS,EMERYVILLE,,11,,10,38,ross
JAVID SADJADI,OAKLAND,16,36,,15,70,sadjadi
COLMAN RYAN,DALY CITY,46,337,8595,8,30,ryan
REBECCA J. DOANE,WALNUT CREEK,21,28,,11,43,doane
ANDREW M. OSUGI,BERKELEY,,282,,7,28,osugi
ROBERT E. JONES,BURLINGAME,,88,,4,17,jones
STANLEY J. NUSSBAUM,SANTA ROSA,36,72,,14,64,nussbaum
TIN M. DO,SAN FRANCISCO,12,129,,17,82,do
GARY A. GECHLIK,SAN JOSE,19,477,,18,91,gechlik
STEPHEN E. POPE,BURLINGAME,41,23,,10,38,pope
GORAV BOHIL,SAN JOSE,,53,,3,15,bohil
ANGELA L. CHAN,ALAMEDA,18,17,,9,34,chan
BRIAN F. O'KELLY,OAKLAND,36,38,,12,49,o'kelly
STEVEN SACKRIN,OAKLAND,34,28,,-2,3,sackrin
KAREN CAROTHERS,BERKELEY,,62,,4,17,carothers
UPASNA M. SWIFT,OAKLAND,16,63,,0,8,swift
BETH R. KEEGSTRA,SAN JOSE,,120,,15,70,keegstra
MARK POPIL,FAIRFIELD,,68,,0,8,popil
COLLIN P. QUOCK,SAN FRANCISCO,50,367,,5,20,quock
IVAN R. BURGOS,LOS GATOS,,35,,-1,5,burgos
ALLAN GARFIELD,SANTA ROSA,46,327,,19,99,garfield
MARGARET PEACOCK,PETALUMA,,68,,6,23,peacock
MICHAEL S. LYNN,OAKLAND,,16,,-4,1,lynn
MICHAEL CHING,SAN FRANCISCO,,178,,17,82,ching
HUNG-WEN SUN,SAN JOSE,,17,,0,8,sun
ELEANOR G. LEVIN,SANTA CLARA,35,60,,13,58,levin
EVAN T. WYTHE,CASTRO VALLEY,33,54,,15,70,wythe
SUSAN BUREN,PETALUMA,35,46,,15,70,buren
THEODORE I. KLOTH,WALNUT CREEK,,27,,12,49,kloth
PAUL E. TURNQUEST,SANTA CLARA,30,51,,13,58,turnquest
JEFFREY E. FRAZER,SAN FRANCISCO,,27,,2,13,frazer
GAIL A. HUBBELL,SAN LEANDRO,39,91,,15,70,hubbell
TIMOTHY E. LIAO,SOUTH SAN FRANCISCO,12,26,,11,43,liao
LEANDRO L. VALDEZ,PLEASANTON,,17,,10,38,valdez
HOWARD C. GRAVES,SAN FRANCISCO,,70,,15,70,graves
PETER TRAN,WALNUT CREEK,14,142,,15,70,tran
HOWARD E. STRONG,FREMONT,52,572,,7,28,strong
ERIC R. ADLER,SOUTH SAN FRANCISCO,40,18,,9,34,adler
LESLIE A. CAMPBELL,SAN FRANCISCO,21,157,,4,17,campbell
PRENTICE A. TOM,SAN JOSE,,35,,12,49,tom
MATTHEW R. DENNY,SAN JOSE,12,85,,6,23,denny
ALEXANDER Y. CHEN,REDWOOD CITY,15,33,,12,49,chen
JOHN C. STEIN,NOVATO,,119,,6,23,stein
ROGELIO S. DAWKINS,SAN LEANDRO,20,490,,18,91,dawkins
WALDO L. JOSEPH,SANTA CLARA,28,71,,14,64,joseph
PAUL KIVELA,NAPA,,314,,19,99,kivela
ASHOK KRISHNASWAMI,SAN JOSE,24,103,,15,70,krishnaswami
KIEU L. NGUYEN,SAN JOSE,,527,,8,30,nguyen
EMILY YANG,SAN JOSE,,26,,12,49,yang
MARK S. AGNESS,MARYSVILLE,,849,,18,91,agness
ALAN S. AMENT,SAN RAFAEL,22,56,,13,58,ament
GORDON K. LEUNG,SAN FRANCISCO,23,16,,9,34,leung
SHACHI J. SHAH,WALNUT CREEK,20,32,,11,43,shah
MICHAEL S. SISSON,FAIRFIELD,,97,,2,13,sisson
DESIREE D. QUINN,PLEASANTON,,22,,9,34,quinn
